,the_geom,ctuid,ctname,cmauid,cmaname,cmapuid,CT,Median total income of households in 2015 ($)
0,0106000020E610000001000000010300000001000000190000007C0DA3AE02C85EC0F8718042F8924840443D2C5002C85EC010CC2C0AC792484053AB7B0602C85EC08007D58CA092484040FE685102C85EC0087F104D89924840C02BFC5802C85EC010EB44F186924840CC3E6AD402C85EC04F5207B660924840B3D3663403C85EC09043348F43924840E8C8A4FB03C85EC058DC761607924840CC0E8F2F07C85EC058AA7211079248407F72531731C85EC030B12FCF06924840EC51DA7635C85EC0B88499DC06924840D433490149C85EC060230A19079248409CEA151E6DC85EC0A87D8A8807924840700865DF8AC85EC0A8D5BCEF079248406C0C9E9596C85EC06091F611089248408082CBC3BFC85EC02F6B238A08924840BC5DDA96BFC85EC0C83C822062924840248CBE66BFC85EC09770CDFCAE9248402029C853BFC85EC0E03E1065D79248408FF61A43BFC85EC0E0A4BC05FB924840201BFDD29CC85EC0B0851F2AFA924840503FC92C61C85EC060777442F9924840A314082942C85EC0302DBEC9F8924840D0821C361FC85EC0A8070F84F89248407C0DA3AE02C85EC0F8718042F8924840,9330144.05,144.05,933,Vancouver,59933,0144.05,69056.0
1,0106000020E6100000010000000103000000010000009B020000F8FC82D33E135EC0C8C71F607B6649409CC454EB3E135EC038CD91BB66664940BC26AFF140135EC037B59073A7644940D76AD0A941135EC0F837A37E08644940F562E09A4A125EC0872E295D0B644940219313203C125EC018957E760B64494077F0DAA5AD105EC027FD31D80D644940B0098374090F5EC08069EEE1056449407CFFB5D58F0D5EC0888DF206F7634940B769A134790D5EC05015509EF5634940E7244D7C680D5EC0A0F2E8B3F4634940CF48271F560D5EC01F2754F6F16349405CABDB0B520D5EC0701E985AF16349407050C84FBC0C5EC030255D63F2634940B448BB80E00B5EC057E54453E763494093D620788E0B5EC0E0115DA3E763494018159C4D890B5EC0C81550A8E7634940A0492CA0450B5EC0B0CC8ED3DE634940A02CA847510B5EC0B8124F1DBB624940D4C404605C0B5EC058418AA9D06149406CCEAE99610B5EC0F7DA6C19E160494010A792B5710A5EC0D0E9FDDCD66049406306D2745F0A5EC040D7B733D660494038603A87340A5EC040BBDD14D4604940CF21CDDEAD085EC05072A10EC56049400816F8D1A3085EC04863317AC6604940272E3ACB9F085EC0980CAB0BC76049400F801B6996085EC0C816617BC76049408C7B913B72085EC0C825B929C9604940774EE6C463085EC0DFE10F3CC76049406F67EDB6CB075EC02F274AAAC5604940740B70B683075EC0B83744BEC66049401C6540CD3B075EC0A8D716D3C96049404812D6BC06075EC030037708B260494098518B72BD065EC0E8433EBF9A604940ECED8602B0065EC0B09D4F878F604940140C4F917E065EC0C09542465E6049400C6181B779065EC0506E619E54604940E45987D85D065EC0E06923251D604940EFC4ECC54D065EC090B46A30FD5F49401C2A641948065EC05F049DE8F15F494060D0C6CD2D065EC037C2B1BAD75F49400753A2BF2C065EC090FDBAADD65F4940AFBEF7200C065EC0B7A06E42CF5F4940C8C3F2AFD1055EC080A9D027CF5F4940B8FBFC5A8B055EC0E05C084ECA5F494094065A8E6B055EC0402CDA0AC45F4940978F1EFE5B055EC0F8AE1796C15F4940183D1D4643055EC087A1F58DBB5F4940B068D1A000055EC0900EDEDD5E5F494057839DE6ED045EC0883CB4C2465F4940970310E6B2045EC0B01C81E2015F4940F8D56F68E2035EC09FCFEB82D35E4940B41BDC87B0035EC098C9E600BA5E494043CA29769E035EC0A8A6D058BF5E494080E76BB799035EC028F6DDD5B45E49408F96DD0895035EC0B0D8B89BB35E4940C364E75690035EC07875F198B05E4940BBCF18E38C035EC0B015EFC5AC5E4940FF79FF2480035EC05061ACA98B5E4940E0A4CDC476035EC090E4BCE37A5E494017F392E374035EC0701F5879755E494013EF697C76035EC0604433A0755E49403C5BC2329A035EC0605DF406795E4940C371773BBA035EC0500C0C9D7A5E49409DB023BFD2035EC0183FCD03775E4940D8F8C1960A045EC038FE3A606C5E49402C23FBA10B045EC0C885202D6C5E49405C2E903D0E045EC0081026AE6B5E4940503E4A732B045EC050BA68F3785E4940F3F85B6D2B045EC088B1060E795E49407CD568A42B045EC0773BA9397D5E4940D76572A92B045EC0288784997D5E494070E293CA2B045EC0B7D7CED97D5E494050919A0E2E045EC07813A3517B5E4940EBB193783B045EC04755CF937C5E494074AAA1DF47045EC0B08571BB805E49401BEC79D64C045EC0B0BC5642775E49406B0130EA4F045EC0E7D67358755E494021AF1D7854045EC0401507A2775E4940BFC5283A58045EC020D914167C5E49406F2729C75C045EC008E3BE7A815E49405031A96269045EC0F86E0CD1865E494070F19A316E045EC0702635DA885E4940DB463E6D7C045EC0B0F3A2F57E5E4940C998E9617F045EC07843A373725E494078069AF087045EC0608940626C5E49407FAEB33D94045EC0C08CB56E6C5E4940B07FAC7A95045EC0C8E685D66B5E494013FE3380A0045EC0273CF48C665E494073538C51A9045EC0F861F568665E4940347F9CFBAE045EC030904E676B5E4940EF0FED26C2045EC0001C92FF6E5E4940A0CAA9FDD3045EC0807A87D6685E4940D4715EC4E0045EC0889F0847685E4940682927A7E4045EC018C932F2695E4940D84D8D23F8045EC088DAAA4F725E4940B37C565FFE045EC0207BE6E7715E494020F423130A055EC0C8B2FD24715E494040FCBD2621055EC04016CEE77C5E494057F361F833055EC0209820B38B5E4940EFA8AB7A3A055EC028BDA1238B5E49408C50FA4248055EC0B8CFAD21825E49402B9F792749055EC0687072648A5E49407718306747055EC058A01338955E49404774AFF644055EC0C0F537F4985E49409F4356A03E055EC010029D499B5E4940046C45D035055EC090076414A35E4940687228DE29055EC0573A7AC4B45E494084EF70AD29055EC0377EE705C25E4940805487653E055EC06025E57CDE5E49403365AA6A46055EC0B0FD5A87F85E494000E00CEF53055EC0F8B66D400D5F4940587970475D055EC0A8CF6DE0135F4940B033AADE6A055EC01F217484175F49406C2103377A055EC02017BD3C255F49405D197EE494055EC0B87881F72D5F4940281339D59E055EC048F6964C375F4940C89632C4BF055EC0E026FDA6385F4940DFB8B5ADCF055EC018F6B57A435F4940D80944EFD7055EC078AD6806405F4940BF6DA6D5DF055EC0F0D5D993375F4940FDFEA09DEF055EC0D0F4CEB2385F49408F4E933504065EC0E7619E8B425F4940A01480EE07065EC0B06DA41B4A5F4940CCB2E6AE22065EC0FF2DCBBB505F4940273841A32D065EC0A8A9503D4F5F494053AA873F35065EC0B771E61F495F4940AD9B30993E065EC0E0111ED2475F4940CC0A1B844A065EC07F0410414C5F494010A220D154065EC00076B31B4A5F4940148BAE247C065EC0B08FD0014F5F49405CDD8C5B8B065EC0E8E57305535F4940771970BC99065EC0786E8BB35B5F4940DF093356A3065EC008B48D0F585F49403C5AC6FAA4065EC0A8998548565F49405790FF92AC065EC028AF9FAF6D5F4940CC65675AAD065EC08087EB83725F4940CF5A32A3AC065EC0C03BC3B8815F49405B6C3A65A2065EC0E8CD6047B45F4940A4AAE6259E065EC0D83C0EF0D55F4940DFEB11EE9E065EC0888FAFA7D75F494024A742DEA0065EC0381E5984D85F494055F7E0CCA7065EC020348D23DF5F494004712709B0065EC09099607FEC5F4940C3FB66D2AE065EC058DD9E1800604940FF54CB1FB1065EC0A81CD34D0160494090B774E3B5065EC0304C6ECD0360494053EADA90BF065EC0C81ADCE008604940B548281DCF065EC03059B2230860494070083D17DD065EC0C8AA77410F60494050892155EE065EC040BD49DB116049406802DE9234075EC0E04C54F5066049402821934A60075EC0C00C9E2D13604940234058E995075EC090466F9F326049409C994B9DCC075EC0F76AB3C33560494007F03F5AA5085EC048CD82B6406049400CFE0D263A095EC008CAF85A4460494047F7790DB3095EC0A063308146604940035A3F05D90A5EC0979B0B3D51604940CC90A0E1550B5EC0A0DECA2148604940D0087914590B5EC0188B825AF85F4940494EC9465B0B5EC028FBEE90C15F4940DC2654845C0B5EC0581B6EBD2F5F4940503247295D0B5EC0FFAC6BB41C5F49406C1946605D0B5EC02066C1F4185F4940876D3A7E5F0B5EC020DD2906D05E49400952C2DC660B5EC0B83218F8D15D49405CB9C99B680B5EC08FC448BF955D4940842B6EA9710B5EC0901C6541045C49403FE5B7CC6F0B5EC0A824B735085B4940A3E303CB690B5EC060C4A450FA5849405F913AC2680B5EC08015C4D37A58494040DAF320700B5EC0485E3F5F9B5749400F55B761710B5EC0183F435B755749407BC18C2E710B5EC0B0B7CE0B6C57494064DF1E7C6F0B5EC0788C5A1D1D5749403C59E9CF6D0B5EC030DA594ACF5649401B824E61750B5EC0D873D469CE564940E89AB1E4810B5EC048ED36F6CC564940AF8707DEBA0B5EC0881BE6F4CA5649401F9040F3C10B5EC0C84486CCCA564940685CBF93C80C5EC0503909ECC4564940E3E4C3EE660D5EC09868FCD4CE56494058F9C9A4680D5EC01022B2B2B75649403C4B24BF680D5EC0082CA25BAC564940E7F464AD6A0D5EC0083CE65F325649404F8C2DE36A0D5EC0E813DDE02F5649407BD5FEBF6B0D5EC0A789F4FE265649407C135D597A0D5EC0BF52896428564940ABE21EC2AD0D5EC02F325AE42A5649406D454DE7AF0D5EC0AFC80FFF2A56494053037FEBAF0D5EC0C08D29FF2A564940A3BCEAEFAF0D5EC028F25AFF2A56494023827C2CC40D5EC09F391DFB2B56494027DE09A2E00D5EC058E0E5082A564940CCD10FC2FA0D5EC0A74F9E2B2A5649403B92699F140E5EC050DDC64D2A5649403C848C3B160E5EC050533F9A2A5649404B8A51354C0E5EC00753FC9B34564940E5BD03CC540E5EC0A09EB4333656494024615A5F5A0E5EC0E870AF6438564940BD5893325F0E5EC0D851224A3A56494084A4DE9F670E5EC0D896259A3D5649407F64A5A2810E5EC0084B0AD347564940B7F5034C900E5EC030C77453505649407CDA1CA59A0E5EC080C5735356564940BD91E5C99A0E5EC0CFDAD76856564940DB9EBCCF9E0E5EC0AFEB02BE585649407CEF2B46A50E5EC050A954EE5D56494067F2DDABAB0E5EC0A804431163564940D7D150BAAC0E5EC0F09369C2635649404BC95707C20E5EC058294BB4715649400B15A029D80E5EC0E0ACEB3180564940803A217EE20E5EC0D8700BAF87564940E77893DFE20E5EC037C797F587564940285B958BEB0E5EC0271BFB3E8E5649406B9D2BBCFE0E5EC0E078EB279C56494008B877A5160F5EC0B829675AA856494018E1BC512E0F5EC07F0D636DB456494088AD3A873F0F5EC0C02EAB99BD564940B055B090500F5EC0E8E5A9AEC6564940B4D7A7EE5A0F5EC0680E3BB9CA5649401F0A2832650F5EC0D8A52FB9CE564940648A81276D0F5EC0C87706D3D15649403BB96A27750F5EC0E803C6F0D4564940A3DA069F7A0F5EC0207C1712D7564940BFC103D58F0F5EC038BB7655DF564940F331D2CA9E0F5EC0F001AE29E556494048B1C680BC0F5EC098BB64C3EA564940B3981BE3D50F5EC0901C0E8AE75649403817B718F60F5EC02899AB72E356494014FEE23801105EC088D3B508E256494068AD10051C105EC0281002A1DE5649402C93F75D30105EC0A0E1DBFBE15649403FB40B703B105EC010C938CFE35649404448670A44105EC060848E62E856494060EE269A55105EC0682069B9F1564940BF27D43B8B105EC020C9E13D0E574940B493B3708C105EC0F78321E20E574940144DF9D390105EC07842DDE410574940A7C8CC2B95105EC088A549E212574940AF57BCE4A1105EC0089D33B618574940B8035506A2105EC070F393C518574940575D20D1BC105EC0E8A8000B25574940281F1B11E4105EC03F036A04375749407C401B4401115EC0182C79024257494030B3E54806115EC0D0C824E643574940B79BDE2D1F115EC0E025BC9A4257494078BE2D582A115EC0984B100642574940C0175A8E31115EC060B430A64157494067E2A26235115EC087B52B7341574940F0AFB95E4B115EC09065AF4E40574940806B37BF76115EC00030600140574940147ED0B0A1115EC09F495EB43F5749401468E8E6B5115EC0F0A2B38F3F5749402CCAF983BD115EC098D8D5813F57494043D253E9C9115EC04071586B3F574940503A7D0FE7115EC070BBFA923C574940CC1CE2EA03125EC0A872DCC1395749404C78845E15125EC040F0840D3857494040FE82A526125EC0B009A65D3657494058D2530F31125EC0E8288D5935574940B4CC795E3B125EC05F3BF45734574940CF1F70435D125EC0587DD7A230574940774189D17E125EC0B0FAF4F62C5749408FBE785593125EC0D71243F62A5749403CFCE4A4A7125EC05093B5FA28574940631CBC3FB6125EC0B065183527574940E7FAB875B8125EC0B04AFCA01A574940FFE507FFB9125EC070A936E411574940F52F5220BA125EC0D0BE6C540A5749401F671C7BBA125EC0706E52BFF55649403065953CB8125EC070B82DD6DF5649401D98151DB8125EC0086FF0A1DE564940BFC00D0DB8125EC080E40F06DE56494047A71E64B7125EC0F066B693D7564940B70BFEF8B7125EC080A06314BF564940293648E9BB125EC0E889F094AD564940D7742C38C1125EC0301F928CA2564940F0C5DDD4CB125EC0108D1F7E8C56494068EA469CD1125EC080AED0B68356494004693EFBD2125EC0586CCBA181564940F8134510D3125EC0E02EC2818156494084FE99D9D8125EC018BA92B778564940EBA3EABCE5125EC030588E236556494058302FF5F0125EC0180270EE5A564940DD0875380A135EC0B0431CF5545649401001F27E0C135EC0C0B8186655564940CB2065C10D135EC0C85395A4555649400B74C3D512135EC0201D7CA05656494014BEBA6713135EC0507EE3BC5656494054A24DEA18135EC0AF541FCE575649402C11132D29135EC0C8B0EBCD5E564940C5E4C2EB34135EC0388237EB66564940B3C1E6A235135EC0183CA46967564940DC2F170542135EC020D8FB3E705649403BDF9C6544135EC048DC22F1715649408011B17755135EC00FF31F1E7E564940DD78EFBC55135EC0A89F36387E5649409C22A5DE55135EC0A8E1DA447E564940F5B681B757135EC078A527F77E564940A3A920977C135EC0872B3CDC8C564940D049CC9F8E135EC00029B69191564940D70800988F135EC0D0F65ED2915649407FF42FD78F135EC008F3EBE291564940386F8B7B91135EC0A0EBB15092564940A31A8C2AA6135EC0084232B7975649404B3B728DB7135EC008E406419C5649408B0ABCC3C8135EC0F8673FBFA05649408C91FA85D3135EC020A4DA26A3564940606C7611D7135EC06FF1B2F1A35649402C60893AE5135EC028A2231CA75649404579F71109145EC080E44B1FAF564940A72395C913145EC048D5438FB3564940D303C1A417145EC09F981728B5564940F021DF0D18145EC038AD7E53B5564940FCA592551F145EC040AA1A57B8564940D7B08BA740145EC0BFBD8122C6564940245E95A649145EC08F5E55DCC9564940F78992DC56145EC0002F3A93D5564940546BCC4461145EC000D80E20E55649402513D0A762145EC097F07332E756494018547D0F80145EC0872A6521135749406054233891145EC090D1B26F20574940D92CDCF492145EC0E09B98C821574940773CEA6B9A145EC0C8BE717A2057494054F3E12EC2145EC0D716CD8619574940E0FD1A71CA145EC0C80268F919574940C7C517A1E3145EC03808DE561B574940C8044CABE4145EC0F84245651B5749404D3B17D4E4145EC04F868F671B57494090FAF8D21B155EC09811D1611E574940A9C7753A2D155EC0E802DD521F574940A7DC3D066C155EC020F5C9B72257494004C9FCB572155EC0B093DECA2157494047D69E1575155EC0881A9B7621574940800875E7A2155EC0F7A1311E1B57494067DBE5C5A3155EC0500A55FF1A5749404D0DB468A5155EC0F727C7F01A574940083FF012AB155EC0B04538BE1A5749405064605CAB155EC0F89DBCBB1A574940AB510961AB155EC098398BBB1A5749409FE6D865AB155EC01F1040BB1A574940742288F3B0155EC0509DBD891A5749409097715DB5155EC0C8C463621A574940F077B9FFBD155EC0D8CD43151A574940175B7EC9CE155EC03886A9951857494078205068DF155EC0A04C0B1A17574940FB7BE2F9DF155EC0F8A513B02D5749401846048DE0155EC070AE558044574940E7E64C54DB155EC077C938B34E574940A8570AE1CE155EC04840E90467574940F8E16588CE155EC0C80409B26757494013076956CE155EC0B0FDA213685749406424AFBFC6155EC0E0F443E67657494099C625DDC2155EC0601FB97C7E5749402CB83E90C2155EC067E6CF127F574940B4E85FF0BB155EC0E829E7028C574940952FB8B1BC155EC080BF0AF09D574940984DC5C8BD155EC030DE14CBB7574940BB278763BE155EC0A8623124C65749403372C8F9C7155EC05876F0CFE957494004595D21C8155EC008FABC63EA5749409CFD40A0D0155EC0E0B64C79F9574940EBE8563AE5155EC06FF52C0D1E584940380DF45DE5155EC0B882574C1E5849407C961BFDE9155EC098C6FB8026584940C0748939F4155EC04FC80DAD385849408B85EDC911165EC0988275566A584940D35D9DEC11165EC030E6AA906A584940C71E7FA11B165EC0E822898E7F5849409C10FECE21165EC01851BFEA8C584940984CE1E321165EC0D8D87B178D584940871D12C628165EC0D8D06FFA9B58494059852F742E165EC038E69C42A8584940FC9F25F030165EC01F99A827B15849409BF2002D35165EC028902153C058494081E3BF613E165EC070FE4C48E158494088C67E6F43165EC028D0D35FF35849406C7B60FF49165EC070C7FDDC0A594940EB9CC73D4A165EC058B21EBC0B594940ECF5A0934A165EC057F4C9EF0C594940E8B1D64B51165EC0D0164C7320594940D8CBC18F51165EC0F83F723821594940C3BC8B8055165EC0D8EAA7A92C594940B8E0FE1C59165EC038F64026375949401F52C09466165EC007EDF4415E594940D8793DF36D165EC0579223A773594940E012235870165EC0F0A6089B7A5949400FE215B17D165EC0B8E4CD5BA159494017254EA581165EC0B8658FD6AC5949401FCB95B682165EC088443BF0AF5949406BAE3BBF83165EC0C8714B71B65949404F694E0884165EC0B87C5C3CB8594940D059C21484165EC038575B8BB85949404CA1C9E485165EC0303591F2C359494020F0B42087165EC090DAEDB5CB594940BBD790E588165EC0183486D6D65949409088AD5C8C165EC0E8E5E2A2EC594940B532F77C8C165EC0E071EA6DED59494073917E058D165EC0C8E08CC7F05949408B1F73638F165EC0E8291DACFF594940FC8933B491165EC097D9AA3B0E5A4940172DD1D094165EC08F17A7CE215A494010EAF0DD94165EC070902235245A494007BDCA7C95165EC018941A5B415A494063C8BF6996165EC0B8ED4850575A4940E38B896F96165EC078A343D8575A494067AB77BD96165EC0508481125F5A4940E011390397165EC068F2E388655A4940C820B20697165EC08876ADDB655A49408057F0AD98165EC0784E9E128D5A49400B2DC01199165EC0C042D253965A494094284F1499165EC0B0DC278E965A49401C396E3899165EC0E054ABE9995A4940EBF8845999165EC0B0AD95F99C5A49409310616699165EC0E0D3F2299E5A49403473DC179A165EC0B76CAD9CAE5A49406F623F269A165EC098731EF2AF5A49402B891A4F9B165EC0AF225172CB5A49403F8A94759E165EC05874A785DC5A4940EB3405D7A1165EC0C89108D9EE5A4940D7BB5C7DA2165EC038F3585EF25A4940FF349A61A5165EC0086DB1C9045B494047F13EE2A5165EC0A0A460FD075B4940D10CEA07A7165EC02716124C0F5B494077B7C571AA165EC0B84E2D0C255B494068D2440AAB165EC0886F01D8285B494010BF089EAB165EC09005CE842C5B4940F4019BB5AC165EC000D14B80325B4940938F09D0AD165EC038575B8B385B4940AB879BF8AF165EC008BDFA8F445B49402C8FAE32B0165EC0884831D3455B494024588AB4B2165EC060F3A0C9535B4940A1304371B4165EC0D86E3F765D5B4940C78A94A5B7165EC03057794E6F5B4940DB52446FB9165EC0B027FB00875B49407C64B182BC165EC048717AC3AF5B4940E4C45A86BC165EC0C0B934F5AF5B49407F632331BD165EC06838EECCB85B4940FBCFE43FBD165EC0C8DDA090B95B4940A8EC204EBE165EC087B00B8DC75B494067A10A03BF165EC018825F67E65B49406F7466FFBF165EC0B82A5A6A115C4940E3AC862CC1165EC02049D3B7445C494064ABFCACBE165EC050166FE55E5C4940EF6510EFBE165EC087264C2F695C49403F1F7CF3BE165EC0581534DC695C49407F4C40E6BF165EC048C22BA78F5C494010D9DD22C1165EC04FC8E9E6C05C49406DE4B972C1165EC0886E8DDACD5C4940EFDF4875C1165EC01011F23FCE5C4940DF25D413C3165EC038C2B673115D49409805D1F5C5165EC0E8353E4C285D4940AC4D117DCA165EC05864A5304C5D49406C8664C6D0165EC0D0C118037E5D49408BA1DFCED0165EC0AF850D477E5D494004D21537D1165EC0D8AE9780815D494017E635F0CF165EC0B81C9157B65D49405F9C2BEFCF165EC0C09E6080B65D49400320051ACF165EC010F3C0F5D85D494038C72734CE165EC008FF4E0CE95D49405496DA4BCD165EC05872854CF95D4940FB5FB448CC165EC0503CCCA30A5E494033D0BD33CC165EC058E4790B0C5E49409879DE32CC165EC0D0B9321A0C5E4940893820E6CB165EC0372B823C115E494084207D7CCA165EC0A8B24F6A295E4940579B904DC7165EC03835CEE83F5E4940673FE138C5165EC0403D369C4E5E494034B4D5A0C0165EC0E04B524D545E4940A73B5FB1BB165EC000602E7C595E49402C9CEC18B7165EC068AB7A4F5E5E49403C4A4E4EB6165EC020E345245F5E49401CEB8AC899165EC0906A8B177D5E4940984DF50194165EC0404ABB57815E4940904594088A165EC0201ADDAE885E49408C3A0E7786165EC0401D0D4F8B5E49406FEF713E86165EC070D8C8788B5E49406CFB1D3E74165EC00807FDB7985E4940DBCB606661165EC07878FD26AD5E4940707EC1D65B165EC0807E8D2EB35E49405BA606FD59165EC0602FD5B8B65E49407CE4B7973D165EC0283DED0CED5E4940E07442B036165EC008192491FE5E49403B2B81AB34165EC09734BCAF035F494034651ABF23165EC0AFD6769E2E5F49407857CA5312165EC08F0688A06F5F4940C325600405165EC0381E583A915F49400B64BB7D01165EC030952FE9A15F494034FD133BFE155EC040585756B15F49409B207EECF8155EC0BFF1BC8ED75F494043D05A2FF8155EC0EF6577F5E85F49400CBC5CEFF7155EC097E6EDDAEE5F4940C0D1DDF4F5155EC02803D1771D6049405FC8A6CCF5155EC0D8A14DBA1F6049404FB5FAA3F5155EC050759A02226049400F43E940F3155EC0E0249F54446049406CFBDED9F0155EC04FA9DFE066604940605F51C8F0155EC0E8BA5264676049407FCB1889EA155EC060E29110966049403FED6779EA155EC01F2F6A859660494024CD9272EA155EC080107CB896604940DB4D5E34E9155EC017E4C702A0604940D040091FE9155EC0382F51A1A06049401F83627FE7155EC050E982C2AC604940BFA1F8DDE6155EC060F71A78B1604940FC60B73AE6155EC0A850E339B6604940A4FBF631E3155EC0F06676E5CC60494093195621E0155EC0086AF5CBE3604940E38AD87BDF155EC0989DE6A0E860494098F096D4DE155EC0B0803982ED6049407B17E5E8DD155EC0F7808C62F460494043D10EDBDD155EC0C0FEC0C9F460494040A113DFDC155EC0F029DD23FC604940809CE063DC155EC060393FBBFF604940F81F92E7DB155EC0E04DBB5B036149405CCA8A58D9155EC008E3CE5C12614940376BF8C2D6155EC0D8C2BF84216149401F4C4BBECF155EC0D87DD73F46614940F4C4379DCF155EC0E8F575ED46614940B011B2A0CE155EC058C8AC164C614940A30C7E43CA155EC0E06B3FEE62614940F4326769C6155EC0C0DAC61677614940844A8F4BC1155EC078D51EF1896149401B023720BC155EC0685511FC9C61494074A5185FB5155EC0DFF7A0BBB261494065137DF7B4155EC068A0A108B46149404941C30AB3155EC0C0A6313BBA6149403CB68F89B2155EC0EFC160DBBB614940F0BC22C5AE155EC04034D7FCC761494068658214AE155EC0B8944D35CA6149403B9C01DAA8155EC090317D0ADB6149407CDD6998A5155EC060B7A886E5614940A009834EA2155EC00816021EF06149404D35FDB6A0155EC0384A3C45F36149401D3A4E1B9F155EC008148474F6614940F7DAAE5B9A155EC0C064CC92FD6149404B64EC0598155EC06834AD1201624940FB3A1B1897155EC0A8636D7702624940C8AEBA8F95155EC0D73CA7C3046249409B6871088D155EC047C5578C116249407C95CC7C8A155EC0F0305D5D1562494008A5496B84155EC0575B06761E62494037D99A9B79155EC01010AA7933624940A4D4FE6472155EC070ECF47E416249404F0E7CF871155EC0D883D651426249409CADEAAF6E155EC090D2CBB348624940C5D6F56967155EC0286AD7C1576249402FFF171E67155EC078782B5F586249402F8647B564155EC08090CE5B5D624940000CCDA05A155EC01780023972624940373E871D59155EC08822CD5A7562494050891C9C54155EC06732D0AD7E6249409C6BB0874E155EC07F58C7428B624940AFAD9B8F41155EC090D8921BA662494035D78DFD40155EC08FE07CE0A662494028B02C7030155EC03897CC32BD62494094C02E3C2F155EC0B00B52D2BE6249405C1FCDF328155EC07F26CA64CC624940DFF62D9B22155EC048C09B1ADA624940807C4E7C20155EC0C0EF9C56DF6249400BD1E7571E155EC010FB16A0E462494004C870D21A155EC058DA6251ED6249406046F64317155EC01708FF18F66249403C3B982E13155EC03826572D00634940E8885CD310155EC0D0B128FE0563494077D6AC6810155EC0D8628B0507634940F730545B10155EC028D1712607634940B4968E0E0F155EC00F06AA5B0A6349401CB69DB10D155EC040002A3B0E6349400C498A4E0A155EC0207A4DDA17634940B479240AFF145EC0E003EDDB3763494090EBF624F3145EC0486BB4A5596349407045DCDBEE145EC0B79CD8D1656349401C4EFC58EE145EC0683FEF8667634940D063255DE8145EC0207D99837B634940981B84CDE1145EC0B05B8C6D91634940DFF13DEEDE145EC000E302059B634940ED1F6D44D9145EC0B0C580EFAD6349406B60EBB2D5145EC08F5441DAB9634940382BC67FD5145EC068D95F85BA63494038AFD65BD3145EC0D89A30ABC16349407F7A7B89D1145EC030B2DCC0C763494044902DA5D0145EC03F0681BBCA634940588BAB04CA145EC0D0688CF2E6634940F169DD52C3145EC058A8637203644940EF7BCA80BF145EC018FF812315644940EFFF2534BF145EC0306D980B1664494090C8AD65AC145EC017F5E177186449406B519D76A7145EC090E3CA1D19644940306E9268A7145EC058157C6819644940509C6DE59A145EC0486105CF2F644940CCB901BD95145EC0A82BCD8A416449405C3309DC8F145EC0888F89E074644940F4EDA4EB8D145EC0B05FD598D1644940AB316A4F8D145EC00FEC05C7EE64494024AD96A68E145EC087F56B2A0C654940A0588CBF8F145EC02F713536246549401B1912FA90145EC0F8BC0F982B6549407FAC4DE793145EC028B85E2E3D6549404CD518359E145EC04719CB7053654940DDD28A9FA1145EC0B8C88A0F636549405D2EA169A6145EC000E38BF678654940ABA441A9B4145EC0A8D12DA69F6549407894FC7BB5145EC0E0D12339A565494047106DAEB7145EC0E75E7C18B4654940A8BB9700BE145EC000BB74E2DE654940D4725CFDC0145EC0B08E323BFB65494098115476C2145EC01806A33409664940B8A3773EC4145EC050B5151C1A66494088DB8656C9145EC0684C84242B664940933EE026C8145EC0E8FD1CDF51664940F35E71A8C7145EC0E0E0B3FE616649405CCE78CAC6145EC0E007314E7E664940ABCBCF91C5145EC01FACFC28A6664940382989A8C6145EC0586D68B1B16649409C3230B8C7145EC03755FCEEBC6649407C3A5526CB145EC050A5A496CC664940583D8477CD145EC068643C29D7664940877EB063CE145EC04818B350EB6649408844212FCF145EC0B03E1BAFFC664940EB86BD1BCE145EC060B4E1CC096749409F9E7F67CD145EC0A830CC62126749403C4C5AA2C7145EC0B0926B842A67494048E46B97C2145EC0A0F3269B3F674940300A4B67C0145EC0A7581AD74367494070C790D3BF145EC0B0DD3AF54467494047DD90A4B6145EC09F1C29BB56674940FBADA52CB5145EC080E8E79259674940C87332DBAF145EC030FFD9DD6367494010FC2C52A5145EC0F831468E6E674940219364679B145EC0A854F30374674940AFBA07AE93145EC0802994D67667494014670E748D145EC0C8E62A1D79674940AB32108789145EC020A7878C7A6749406F220FE483145EC0409FCDB97A67494060AF7C3876145EC0F08ABE277B67494080EE4B635F145EC03F13D2CE74674940F0CA690D4D145EC0B0BBC5A565674940AB25B39344145EC0E05ADEA35E67494070148CEF30145EC098234C3A5267494058D4BE1E0B145EC00870B17746674940A762BEAAFD135EC088776640456749407C2BB8A3E8135EC0582F11D24767494073487C17C4135EC00086D20F516749406CED022D96135EC0402F960865674940CF2418D18D135EC0073B9C986C6749401CA6A53B8D135EC028E079446D674940EB7FB7A885135EC0C0C978F97567494015E9B94352135EC050CB5F599D674940E861ABDB4B135EC0586B8C0393674940FFC2C8B146135EC058E3FE538C674940BC4C043F44135EC0E0E2C354896749402871F1AB4A135EC097E4C33083674940D80A0A7E79135EC0A87D42FC576749406FB3553580135EC0B084572D516749400CE5846995135EC0B09100AF3B6749406465AB939F135EC0584BF2AA2E674940E8C43050A7135EC0B8BD5C7F2367494070E22BE7B6135EC010DB778E066749407C098503BF135EC0E895E56AF2664940BCA3A107BD135EC0D821E12FF1664940948EB2DEC5135EC098056634DB664940400D2028C9135EC0FF013288D0664940F8FC82D33E135EC0C8C71F607B664940,9250021.0,21.0,925,Kamloops,59925,0021.00,143155.0
